refseq;oligo_id
NM_002471;H200017279
NM_000608;H200017265
XM_058628;H200017199
NM_001905;H200016309
NM_001007139;H200016303
NM_000764;H200016222
NM_030589;H200016222
NM_020417;H300001722
XM_371330;H300001024
NM_000173;H300001015
NM_001271;H300000961
NM_152262;H300000924
XM_378356;H300000912
XM_378312;H300000876
NM_001547;H300000210
NM_199168;H300000172
XM_086360;H300000128
NM_033549;H200020110
NM_004879;H200019993
NM_001007277;H200019993
XM_166453;H200019979
NM_031961;H300004629
XM_496072;H300003996
XM_497897;H300003948
NM_006114;H300003894
NM_170783;H300003208
NM_014596;H300003208
NM_001923;H300002368
NM_133267;H300002360
NM_199350;H300006846
NM_005171;H300006778
NM_017516;H300006231
XM_087384;H300006224
NM_018972;H300006151
XM_113743;H300006098
NM_182828;H300005419
NM_020204;H300004733
NM_015441;H300004673
NM_152715;H300009775
NM_006830;H300009762
NM_173629;H300009184
NM_000769;H300009081
NM_145665;H300009069
NM_032417;H300009069
NM_000994;H300009042
NM_001007073;H300009042
NM_001007074;H300009042
NM_004219;H300008454
NM_006032;H300008446
NM_001001664;H300008407
NM_012334;H300008395
NM_006714;H300008317
NM_004813;H300012180
NM_006138;H300012133
NM_005983;H300012074
NM_022112;H300011444
NM_003180;H300011435
NM_007072;H300011353
NM_172217;H300011315
NM_002875;H300010659
NM_015251;H300010618
NM_015510;H300010501
NM_198441;H300009914
NM_147193;H300009903
NM_153636;H300009859
NM_152775;H300009852
NM_006730;H300014605
NM_005255;H300014597
NM_006873;H300014545
NM_144699;H300014510
NM_001001734;H300014510
NM_006389;H300013759
NM_001149;H300013696
NM_016271;H300013662
NM_080425;H300012923
NM_022133;H300012882
NM_138934;H300017656
NM_053034;H300016859
NM_182706;H300016142
NM_001007468;H300016081
NM_003073;H300016081
NM_139266;H300015308
NM_213662;H300019924
NM_139276;H300019924
NM_003150;H300019924
NM_058241;H300019888
NM_001241;H300019888
NM_001110;H300019501
NM_031938;H300019494
NM_001008563;H300019467
NM_006676;H300019467
NM_016482;H300019461
NM_016520;H300019461
NM_016281;H300019391
NM_002145;H300019004
NM_172358;H300018998
NM_172359;H300018998
NM_172352;H300018998
NM_172354;H300018998
NM_172357;H300018998
NM_172360;H300018998
NM_002389;H300018998
NM_153826;H300018998
NM_172361;H300018998
NM_172356;H300018998
NM_021925;H300018976
NM_020860;H300018969
NM_001381;H300018911
NM_138350;H300018459
NM_018397;H300018430
NM_174943;H300021532
NM_006629;H300021523
NM_020805;H300021462
NM_002468;H300021453
NM_020469;H300021420
NM_015885;H300021003
XM_027658;H300020961
NM_139281;H300020925
NM_015513;H300020891
NM_021832;H300020480
NM_003183;H300020480
NM_022067;H300020471
NM_033056;H300020448
NM_022830;H300020418
NM_152306;H300020387
NM_152896;H300020387
NM_032026;H300020380
NM_020859;H300019951
NM_021940;H300019945
NM_002841;opHsV0400000609
NM_001543;opHsV0400000287
NM_004253;opHsV0400000264
NM_020778;opHsV0400000258
NM_001731;opHsV0400000234
NM_201438;H300022752
NM_201439;H300022752
NM_016488;H300022752
NM_201440;H300022752
NM_201515;H300022752
NM_133432;H300022647
NM_017641;H300022116
NM_017575;H300022022
NM_152788;opHsV0400001785
NM_007125;opHsV0400001761
NM_182660;opHsV0400001761
NM_182659;opHsV0400001761
NM_178507;opHsV0400001720
NM_005412;opHsV0400001714
NM_020142;opHsV0400001415
NM_182614;opHsV0400001409
NM_020703;opHsV0400001392
NM_022052;opHsV0400001368
NM_019021;opHsV0400001344
XM_496592;opHsV0400001338
XM_290737;opHsV0400001039
NM_030920;opHsV0400000985
XM_498616;opHsV0400000961
NM_152903;opHsV0400000657
NM_001005270;opHsV0400002919
NM_001010916;opHsV0400002896
NM_012418;opHsV0400002872
NM_145177;opHsV0400002842
XM_291202;opHsV0400002519
NM_021005;opHsV0400002513
XM_029353;opHsV0400002161
NM_001004440;opHsV0400002119
NM_130389;opHsV0400004423
NM_021616;opHsV0400004423
NM_207323;opHsV0400004393
NM_005483;opHsV0400004023
XM_371706;opHsV0400003994
NM_002012;opHsV0400003648
NM_016376;opHsV0400003618
NM_000052;opHsV0400003594
NM_005505;opHsV0400003266
NM_003465;opHsV0400005874
NM_017745;opHsV0400005856
NM_020926;opHsV0400005856
NM_002344;opHsV0400005551
NM_206961;opHsV0400005551
NM_018215;opHsV0400005521
NM_002116;opHsV0400005175
NM_133464;opHsV0400005145
NM_001007169;opHsV0400005145
XM_497521;opHsV0400004746
NM_001029;opHsV0400004728
XM_496225;opHsV0400004728
XM_497095;opHsV0400004728
XM_375035;opHsV0400004728
NM_022127;opHsV0400004722
XM_029805;opHsV0400007055
XM_495839;opHsV0400007049
XM_016713;opHsV0400007049
NM_001006;opHsV0400007049
NM_182777;opHsV0400007049
XM_039702;opHsV0400007049
NM_174897;opHsV0400006679
NM_173483;opHsV0400006656
NM_152791;opHsV0400006626
NM_152284;opHsV0400006608
NM_014848;opHsV0400006274
NM_012304;opHsV0400006250
NM_001001666;opHsV0400005927
NM_000906;opHsV0400005921
NM_000517;opHsV0400005898
NM_000558;opHsV0400005898
XM_378855;opHsV0400008505
XM_378766;opHsV0400008487
XM_374354;opHsV0400008177
XM_374281;opHsV0400008153
XM_374196;opHsV0400008129
XM_373233;opHsV0400007783
XM_372979;opHsV0400007753
XM_294666;opHsV0400007431
XM_293090;opHsV0400007401
XM_292160;opHsV0400007384
XM_292012;opHsV0400007378
XM_498605;opHsV0400009687
XM_498606;opHsV0400009687
XM_498542;opHsV0400009640
XM_498510;opHsV0400009616
XM_497701;opHsV0400009305
XM_497675;opHsV0400009288
XM_497638;opHsV0400009264
XM_496500;opHsV0400008905
XM_496496;opHsV0400008905
NM_032262;opHsV0400008905
XM_496428;opHsV0400008887
XM_379089;opHsV0400008553
XM_378980;opHsV0400008529
XM_499126;opHsV0400010057
XM_499097;opHsV0400010033
XM_499099;opHsV0400010033
XM_499524;opHsV0400010015
XM_499071;opHsV0400010015
XM_499028;opHsV0400009992
XM_379934;opHsV0400011561
XM_376680;opHsV0400011561
NM_005566;H200000680
NM_138287;H200002564
NM_170751;H200002536
NM_004824;H200002536
NM_170752;H200002536
NM_022064;H200002530
NM_002495;H200001939
NM_004848;H200001922
XM_038576;H200001879
NM_144713;H200001851
NM_183377;H200001244
NM_001094;H200001244
NM_030810;H200001151
NM_022085;H200001151
NM_020470;H200001106
NM_000831;H200000607
NM_001715;H200000567
NM_002852;H200000525
NM_002633;H200000479
NM_020685;H200004832
NM_003565;H200004823
NM_020238;H200004731
NM_024103;H200004150
NM_014799;H200004115
NM_138737;H200004115
NM_130442;H200004093
NM_014800;H200004093
NM_018081;H200004048
NM_016462;H200004000
NM_020772;H200003392
XM_113763;H200003383
NM_000616;H200002656
NM_015901;H200002616
NM_002509;H200007480
NM_005148;H200006850
NM_054035;H200006850
NM_002693;H200006805
NM_000445;H200006713
NM_201381;H200006713
NM_201384;H200006713
NM_201379;H200006713
NM_201378;H200006713
NM_201380;H200006713
NM_201382;H200006713
NM_201383;H200006713
NM_004563;H200006204
NM_000432;H200006127
NM_004591;H200006118
NM_006033;H200005569
NM_002032;H200005505
XM_039676;H200005489
NM_022776;H200005420
NM_002628;H200010511
NM_053024;H200010511
NM_145052;H200010501
NM_006284;H200010375
NM_138639;H200009461
NM_052842;H200009461
NM_025140;H200009400
NM_145284;H200009288
NM_020967;H200009224
NM_019606;H200008301
NM_002488;H200007576
NM_016955;H200007525
NM_153825;H200007525
NM_015653;H200013454
NM_052847;H200012717
NM_031952;H200012674
NM_024730;H200011963
NM_003929;H200011952
XM_028810;H200011905
NM_005223;H200011864
NM_014614;H200011818
NM_014923;H200011236
NM_004198;H200011223
XM_375359;H200011076
NM_021025;H200016146
NM_012114;H200016132
NM_002565;H200016097
NM_005285;H200016064
NM_005421;H200016007
NM_020974;H200015243
NM_030895;H200015224
NM_024090;H200015105
NM_005760;H200014314
NM_057093;H200013570
NM_057094;H200013570
NM_005209;H200013570
NM_014314;H200013521
NM_139017;H200021263
NM_145657;H200021239
NM_152486;H200021127
NM_024718;H200019686
NM_032369;H200019620
NM_145297;H200019593
NM_032643;H200019515
NM_002200;H200019515
NM_147192;H200018057
NM_172225;H200018057
NM_001004713;H200018027
NM_021920;H200018000
NM_014142;H200017987
NM_017784;H200017874
NM_018919;H200017825
NM_032086;H200017825
NM_020717;H200016938
NM_016944;H200016896
XM_496002;H200016889
XM_497217;H300002255
NM_173827;H300002200
NM_007259;H300002159
NM_020371;H300001565
NM_181654;H300001525
NM_134268;H300000771
NM_175736;H300000750
NM_198900;H300000750
XM_378392;H300000040
NM_001007097;H200021307
NM_001888;H300005122
XM_372030;H300005112
XM_372028;H300005112
NM_001008693;H300004485
NM_148178;H300004412
NM_148179;H300004412
NM_005541;H300003835
XM_209604;H300003795
NM_207453;H300003745
XM_378660;H300003745
NM_207511;H300003734
NM_001104;H300003080
NM_015215;H300002916
NM_012451;H300007513
NM_016123;H300007465
NM_003104;H300007383
NM_004099;H300007369
NM_198194;H300007369
NM_003374;H300006714
NM_001010897;H300006676
NM_000968;H300006031
NM_005022;H300006020
NM_002337;H300005930
NM_016487;H300005918
NM_153252;H300005880
NM_153232;H300005869
XM_070619;H300005289
NM_153234;H300005273
XM_378517;H300010320
NM_003957;H300010253
XM_048070;H300009692
NM_024608;H300009639
NM_001997;H300009600
NM_001009899;H300009588
NM_178471;H300009556
NM_130767;H300009545
XM_166203;H300008964
XM_209569;H300008920
NM_001005503;H300008830
NM_032409;H300008197
NM_016529;H300008124
NM_172345;H300012818
NM_002305;H300012657
NM_016578;H300011999
NM_152690;H300011976
NM_024896;H300011883
NM_006709;H300011872
NM_002980;H300011201
NM_000789;H300011152
NM_152830;H300011152
NM_002637;H300011114
NM_014000;H300015147
XM_498639;H300015114
NM_020854;H300015048
NM_004077;H300014340
NM_198324;H300014340
NM_176793;H300014208
NM_176794;H300014208
NM_017626;H300013593
NM_001002762;H300013593
NM_175609;H300013499
NM_018209;H300013499
NM_000923;H300013447
NM_003273;H300013432
NM_002612;H300018379
NM_030615;H300018219
NM_134260;H300017563
NM_004327;H300017532
NM_021574;H300017532
NM_183357;H300017486
NM_000920;H300016798
NM_173632;H300016781
NM_001001851;H300016742
NM_181799;H300016689
NM_004487;H300016636
NM_025139;H300016017
NM_005436;H300015969
NM_138980;H300015959
NM_152519;H300020276
NM_002255;H300019816
XM_039495;H300019792
NM_078468;H300019784
NM_078469;H300019784
NM_016567;H300019784
NM_001316;H300019757
NM_177436;H300019757
NM_001096;H300019279
NM_198830;H300019279
NM_025256;H300018859
NM_006709;H300018859
XM_350880;H300018841
NM_138426;H300018779
NM_148915;H300018772
NM_031295;H300018772
NM_148914;H300018772
NM_148912;H300018772
NM_148913;H300018772
NM_148916;H300018772
NM_015447;H300021892
NM_015548;H300021823
NM_183380;H300021823
NM_006609;H300021301
NM_005467;H300021273
NM_198431;H300021265
NM_002154;H300021265
NM_145048;H300020849
NM_001116;H300020808
NM_005943;H300020327
NM_138928;H300020327
NM_005942;H300020327
NM_016619;H300020304
NM_177978;opHsV0400000886
NM_177979;opHsV0400000886
NM_003741;opHsV0400000886
NM_145311;opHsV0400000551
XM_376101;opHsV0400000533
NM_182568;opHsV0400000504
NM_004251;opHsV0400000158
NM_138574;opHsV0400000110
NM_000573;H300022543
NM_000651;H300022543
NM_002127;H300022533
NM_005215;H300022499
NM_145196;H300022465
NM_145199;H300022465
NM_145197;H300022465
NM_145198;H300022465
NM_015929;H300022465
NM_021070;H300022455
NM_175711;H300022419
NM_021014;H300022419
XM_375606;opHsV0400002055
NM_001001912;opHsV0400002038
XM_377060;opHsV0400001984
NM_198464;opHsV0400001661
NM_024627;opHsV0400001637
XM_292225;opHsV0400001613
NM_019106;opHsV0400001608
NM_145734;opHsV0400001608
NM_145733;opHsV0400001608
XM_292765;opHsV0400001303
XM_495982;opHsV0400001280
NM_181534;opHsV0400000927
NM_181539;opHsV0400000927
XM_371074;opHsV0400000909
NM_138383;opHsV0400003160
NM_014252;opHsV0400003136
XM_371466;opHsV0400003112
NM_017669;opHsV0400002813
NM_001009954;opHsV0400002813
NM_153768;opHsV0400002807
NM_138643;opHsV0400002807
NM_138644;opHsV0400002807
NM_153770;opHsV0400002807
NM_153769;opHsV0400002807
NM_012189;opHsV0400002807
NM_178127;opHsV0400002784
NM_178338;opHsV0400002431
NM_178340;opHsV0400002431
NM_178339;opHsV0400002431
NM_178341;opHsV0400002431
NM_015848;opHsV0400002407
NM_198849;opHsV0400002390
NM_005938;opHsV0400002366
NM_152531;opHsV0400004622
NM_207357;opHsV0400004294
NM_000299;opHsV0400004270
NM_001005337;opHsV0400004270
NM_032038;opHsV0400004264
NM_020397;opHsV0400004246
NM_153498;opHsV0400004246
NM_000260;opHsV0400003911
NM_024759;opHsV0400003536
NM_004433;opHsV0400006149
NM_004364;opHsV0400006144
NM_003708;opHsV0400006120
NM_018409;opHsV0400005798
NM_181285;opHsV0400005768
NM_181271;opHsV0400005768
NM_181297;opHsV0400005768
NM_181270;opHsV0400005768
NM_181294;opHsV0400005768
NM_181299;opHsV0400005768
NM_181269;opHsV0400005768
NM_181283;opHsV0400005768
NM_181290;opHsV0400005768
NM_181298;opHsV0400005768
NM_024889;opHsV0400005750
XM_290629;opHsV0400005744
NM_173083;opHsV0400005415
NM_178124;opHsV0400005368
XM_291716;opHsV0400005064
NM_018095;opHsV0400005040
NM_016506;opHsV0400005040
XM_292740;opHsV0400004998
XM_210906;opHsV0400007296
XM_209489;opHsV0400007272
NM_207459;opHsV0400006901
NM_207430;opHsV0400006895
NM_206922;opHsV0400006871
NM_133175;opHsV0400006550
NM_000801;opHsV0400006526
NM_054014;opHsV0400006526
XM_059776;opHsV0400006526
NM_032874;opHsV0400006502
NM_005927;opHsV0400006191
XM_495989;opHsV0400008781
XM_495897;opHsV0400008752
XM_378452;opHsV0400008424
XM_378363;opHsV0400008406
XM_378346;opHsV0400008400
XM_378247;opHsV0400008382
XM_378219;opHsV0400008376
XM_374100;opHsV0400008077
XM_374091;opHsV0400008071
XM_374046;opHsV0400008047
XM_374002;opHsV0400008024
XM_373953;opHsV0400008006
XM_373926;opHsV0400008000
XM_372303;opHsV0400007654
XM_372076;opHsV0400007630
XM_498978;opHsV0400009951
XM_498956;opHsV0400009933
XM_498948;opHsV0400009927
XM_498926;opHsV0400009910
XM_498893;opHsV0400009880
XM_498409;opHsV0400009581
XM_498357;opHsV0400009557
XM_498349;opHsV0400009551
XM_498406;opHsV0400009551
XM_498259;opHsV0400009504
XM_497515;opHsV0400009199
XM_497472;opHsV0400009181
XM_497461;opHsV0400009175
XM_497406;opHsV0400009157
XM_496066;opHsV0400008799
NM_001008564;opHsV0400011085
NM_014089;opHsV0400011085
NM_175055;opHsV0400010309
NM_001010913;opHsV0400010303
NM_001005915;opHsV0400010280
NM_001005162;opHsV0400010262
NM_005560;H200002022
NM_206940;H200001968
NM_206939;H200001968
NM_206938;H200001968
NM_021201;H200001968
NM_021101;H200001413
NM_013385;H200001383
NM_025201;H200001375
NM_032476;H200001334
NM_002995;H200000756
NM_003135;H200000710
NM_002145;H200000672
NM_002506;H200000643
NM_000317;H200000098
NM_007311;H200000056
NM_000714;H200000056
NM_000359;H200000005
NM_001211;H200004337
NM_001655;H200004241
NM_003037;H200004202
NM_006715;H200003614
NM_032906;H200003602
NM_171998;H200003464
NM_016830;H200002865
NM_080752;H200002850
NM_002492;H200002808
NM_152832;H200002755
NM_022130;H200002717
NM_001419;H200002121
NM_003321;H200002064
NM_014735;H200006922
NM_004998;H200006915
NM_001006946;H200006886
NM_002997;H200006886
NM_002070;H200006374
NM_016343;H200006364
NM_203314;H200006336
NM_203315;H200006336
NM_004051;H200006336
NM_006841;H200006292
NM_001752;H200006283
NM_032737;H200006249
NM_145267;H200005740
NM_024048;H200005676
NM_012453;H200005046
NM_032988;H200005046
NM_152451;H200005007
NM_018556;H200004996
NM_080816;H200004996
NM_003721;H200009817
NM_134440;H200009817
NM_002072;H200009663
NM_022068;H200009601
NM_138778;H200009533
NM_024836;H200008542
NM_000237;H200008477
NM_006785;H200008444
NM_173844;H200008444
NM_022652;H200008426
NM_001946;H200008426
NM_002302;H200007748
NM_003023;H200007739
NM_006281;H200007697
NM_024060;H200007616
NM_021173;H200006950
NM_007180;H200012834
NM_003338;H200012823
NM_152485;H200012789
NM_198058;H200012102
NM_006631;H200012102
XM_039385;H200012051
NM_001189;H200011415
NM_015392;H200011379
NM_001138;H200011318
NM_007316;H200011318
NM_016255;H200010692
NM_133373;H200010682
NM_001487;H200010656
NM_004910;H200010611
NM_004911;H200010594
NM_006407;H200010543
NM_144634;H200015532
NM_014357;H200015519
NM_007252;H200015474
NM_004049;H200015405
NM_013276;H200014450
NM_014351;H200014441
NM_176874;H200014441
NM_001526;H200013781
NM_005015;H200013744
NM_002379;H200013696
NM_002953;H200013683
NM_001006665;H200013683
NM_021632;H200012934
NM_016428;H200012916
NM_003549;H200012876
NM_003840;H200012865
NM_018061;H200019898
NM_178449;H200019887
NM_000922;H200019841
NM_032526;H200018716
XM_379632;H200018132
XM_069612;H200018113
XM_380069;H200018113
NM_173178;H200017361
NM_014438;H200017361
NM_019597;H200017350
NM_001307;H200017305
NM_002673;H200017253
NM_199439;H200017192
NM_020228;H200017192
NM_199438;H200017192
NM_199437;H200017192
XM_379597;H200016337
NM_003928;H200016243
NM_016252;H200016230
NM_005126;H300001657
NM_173571;H300000951
NM_005100;H300000904
NM_144497;H300000904
NM_000500;H300000198
XM_374270;H300000097
NM_053284;H200020085
NM_181287;H200019968
NM_181271;H200019968
NM_181292;H200019968
NM_181269;H200019968
NM_181293;H200019968
NM_052999;H200019968
NM_181285;H200019968
NM_181300;H200019968
NM_181294;H200019968
NM_181272;H200019968
NM_022764;H200019953
NM_005468;H300004622
NM_032318;H300004580
NM_173526;H300004570
NM_174914;H300003966
NM_014880;H300003228
NM_001082;H300003200
XM_208204;H300003155
XM_290527;H300002480
NM_198565;H300002441
NM_014141;H300002425
NM_144980;H300006918
NM_152346;H300006886
NM_001552;H300006874
XM_378747;H300006173
NM_001004478;H300006159
NM_018571;H300005438
NM_000146;H300005395
NM_203298;H300005351
NM_181880;H300005317
NM_004679;H300005317
NM_004739;H300004711
NM_021029;H300004648
XM_379417;H300009794
NM_198992;H300009783
NM_005491;H300009742
NM_001005201;H300009103
NM_002310;H300009018
NM_024721;H300008421
NM_004645;H300008333
XM_371561;H300008326
NM_053000;H300008288
XM_498961;H300007653
XM_377259;H300007617
NM_005362;H300007608
NM_144490;H300012219
NM_007023;H300012165
NM_031206;H300012103
NM_020203;H300011412
NM_138555;H300011293
NM_020458;H300011281
NM_000552;H300010601
NM_153228;H300010519
NM_201380;H300015197
NM_022839;H300014520
NM_176805;H300014520
NM_001907;H300014480
NM_004528;H300014466
NM_152606;H300014419
NM_001892;H300013688
NM_176878;H300013676
NM_213593;H300013010
NM_000792;H300013010
NM_005984;H300013003
NM_032826;H300012966
NM_020336;H300012860
NM_198466;H300017732
NM_172240;H300017635
NM_199453;H300017621
NM_030893;H300016988
NM_001719;H300016909
NM_018091;H300016850
XM_209196;H300016840
NM_004557;H300016209
NM_012092;H300016197
NM_016642;H300016170
NM_198402;H300016110
NM_012087;H300016097
XM_371755;H300015299
NM_017836;H300019911
NM_001008485;H300019911
NM_001008487;H300019911
NM_001008486;H300019911
NM_182663;H300019454
NM_182664;H300019454
NM_182665;H300019454
NM_031437;H300019454
NM_030900;H300019442
NM_004749;H300019442
NM_199122;H300019442
NM_022765;H300019409
NM_033181;H300018963
NM_016083;H300018963
NM_006610;H300018921
NM_139208;H300018921
NM_002759;H300018896
NM_172108;H300018507
NM_172106;H300018507
NM_172107;H300018507
NM_004518;H300018507
NM_015214;H300018480
NM_005493;H300018414
NM_033222;H300020977
NM_021144;H300020977
NM_139173;H300020913
NM_015224;H300020907
NM_006113;H300020465
NM_019624;H300020458
NM_203444;H300020458
NM_019625;H300020458
NM_203445;H300020458
NM_002139;H300020367
XM_497012;H300020367
NM_002439;H300019970
NM_020416;H300019958
NM_181876;H300019958
NM_003703;H300019938
NM_001521;H300019930
NM_001010969;opHsV0400000579
NM_000778;opHsV0400000579
NM_000256;opHsV0400000246
NM_003802;opHsV0400000198
NM_033066;H300022710
NM_024649;H300022627
NM_000516;H300022096
NM_016592;H300022096
NM_080426;H300022096
NM_080425;H300022096
NM_212474;H300022085
NM_212475;H300022085
NM_212478;H300022085
NM_212476;H300022085
NM_212482;H300022085
NM_002026;H300022085
NM_016211;H300022056
NM_014933;H300022056
NM_020905;H300022043
NM_012447;H300022015
NM_033121;H300021981
XM_372900;opHsV0400001773
NM_173508;opHsV0400001732
NM_203375;opHsV0400001702
XM_292717;opHsV0400000979
NM_004052;opHsV0400000950
XM_173173;opHsV0400000645
NM_030793;opHsV0400000627
NM_205836;opHsV0400000627
NM_002499;opHsV0400003236
NM_001001586;opHsV0400003212
NM_000701;opHsV0400003212
XM_291346;opHsV0400002830
NM_173560;opHsV0400002531
NM_198078;opHsV0400002507
NM_020880;opHsV0400002501
NM_145064;opHsV0400002483
NM_001005500;opHsV0400002459
NM_001004719;opHsV0400002459
NM_176890;opHsV0400002149
NM_173501;opHsV0400002131
NM_199282;opHsV0400002102
NM_175874;opHsV0400002084
NM_173548;opHsV0400004381
NM_002897;opHsV0400004357
NM_016839;opHsV0400004357
NM_016836;opHsV0400004357
NM_032375;opHsV0400004029
NM_020193;opHsV0400003982
NM_004179;opHsV0400003606
XM_371074;opHsV0400003254
NM_014221;opHsV0400005868
NM_170746;opHsV0400005862
NM_001625;opHsV0400005838
NM_002976;opHsV0400005539
NM_025154;opHsV0400005509
NM_007071;opHsV0400005492
NM_000301;opHsV0400005086
NM_000163;opHsV0400004734
NM_173591;opHsV0400006662
NM_152613;opHsV0400006620
NM_015465;opHsV0400006286
NM_014691;opHsV0400006268
NM_013343;opHsV0400006262
NM_006487;opHsV0400006214
NM_000765;opHsV0400005915
NM_000698;opHsV0400005910
NM_000085;opHsV0400005886
NM_004070;opHsV0400005886
XM_378688;opHsV0400008470
XM_374307;opHsV0400008165
XM_373341;opHsV0400007795
XM_373275;opHsV0400007789
XM_373080;opHsV0400007771
XM_373037;opHsV0400007765
XM_496364;opHsV0400007724
XM_371577;opHsV0400007724
NM_152265;opHsV0400007724
XM_372779;opHsV0400007724
XM_293570;opHsV0400007413
XM_292819;opHsV0400007396
XM_292700;opHsV0400007390
XM_291716;opHsV0400007372
XM_291543;opHsV0400007366
XM_497659;opHsV0400007366
XM_290866;opHsV0400007348
XM_498579;opHsV0400009669
XM_498549;opHsV0400009646
XM_498516;opHsV0400009622
XM_497651;opHsV0400009276
XM_372762;opHsV0400009276
XM_497655;opHsV0400009276
XM_497649;opHsV0400009270
XM_497615;opHsV0400009252
XM_497606;opHsV0400009246
XM_497568;opHsV0400009222
XM_496578;opHsV0400008923
XM_496544;opHsV0400008917
XM_496380;opHsV0400008875
XM_496367;opHsV0400008870
XM_496317;opHsV0400008852
XM_496290;opHsV0400008846
XM_379041;opHsV0400008541
XM_378947;opHsV0400008523
XM_499093;opHsV0400010027
XM_499542;opHsV0400010021
XM_499087;opHsV0400010021
XM_499041;opHsV0400010003
XM_499036;opHsV0400009998
XM_499012;opHsV0400009980
XM_499006;opHsV0400009974
XM_114418;opHsV0400011931
NM_004048;H200006095
NM_206853;H200002434
NM_206854;H200002434
NM_206855;H200002434
NM_003101;H200002393
NM_002163;H200002380
NM_015346;H200001667
NM_020444;H200001660
NM_003655;H200001083
NM_015327;H200000965
NM_003054;H200000467
NM_002998;H200000391
NM_001862;H200000351
NM_001764;H200000341
NM_002687;H200004708
NM_015440;H200004673
NM_006346;H200004657
NM_001005386;H200004604
NM_005722;H200004604
NM_001952;H200004566
NM_198325;H200004566
NM_212540;H200004566
NM_198256;H200004566
NM_198258;H200004566
NM_198257;H200004566
NM_016144;H200004549
NM_024616;H200003980
NM_145759;H200003950
NM_004619;H200003950
NM_006336;H200003907
NM_018290;H200003269
NM_005868;H200003237
NM_020311;H200003227
NM_001217;H200003189
NM_020531;H200003140
NM_032300;H200003129
NM_018059;H200007246
NM_001999;H200006699
NM_013406;H200006615
NM_013407;H200006615
NM_001930;H200006615
NM_000060;H200006572
NM_006520;H200006067
NM_004050;H200006042
NM_006734;H200005991
NM_014281;H200005957
NM_078480;H200005957
NM_006826;H200005942
NM_033414;H200005399
NM_018227;H200005387
NM_001006656;H200005356
NM_015428;H200005356
NM_206840;H200005349
NM_002533;H200005349
NM_014777;H200005268
NM_033238;H200010368
NM_014162;H200010235
NM_152713;H200009196
NM_014388;H200009026
NM_181505;H200008882
NM_032192;H200008882
NM_024953;H200008840
NM_203449;H200008827
NM_001863;H200008193
NM_002182;H200008177
NM_003366;H200008151
NM_018147;H200008142
NM_181784;H200008114
NM_031924;H200007360
NM_003784;H200013276
NM_152902;H200013266
NM_015070;H200013200
NM_138456;H200012517
NM_024745;H200012451
NM_007246;H200012412
NM_004668;H200012401
NM_001008737;H200011796
NM_012254;H200011751
NM_022833;H200011671
NM_013443;H200011659
NM_002144;H200011040
NM_002377;H200011013
NM_000215;H200011005
NM_001008740;H200010930
NM_024123;H200015964
NM_014012;H200015892
NM_019101;H200015859
XM_049952;H200015840
NM_130852;H200015095
NM_016583;H200015095
NM_032053;H200015075
NM_018917;H200015075
NM_022469;H200015021
NM_145166;H200015007
NM_002133;H200014949
NM_018360;H200014913
NM_014840;H200014893
NM_002928;H200014202
NM_020834;H200014136
NM_002811;H200014083
NM_003714;H200014049
NM_032144;H200019358
NM_003491;H200019344
XM_496704;H200019299
NM_030891;H200019197
NM_018509;H200017742
NM_020344;H200017635
NM_018402;H200016872
NM_017621;H200016776
NM_013356;H200016701
NM_052884;H200016670
NM_001004124;H300002150
NM_153838;H300002138
NM_198452;H300002099
NM_203309;H300002060
NM_182926;H300002052
NM_198582;H300002021
NM_001092;H300001363
NM_021962;H300001363
NM_001005329;H300001260
NM_080753;H300000571
XM_375148;H300000531
XM_496031;H300000531
NM_005266;H300000500
NM_181703;H300000500
NM_003445;H300005005
NM_198089;H300005005
XM_371413;H300004959
NM_173522;H300004291
NM_001005850;H300004243
NM_145173;H300003675
NM_001008534;H300003624
NM_178813;H300003624
NM_145247;H300003545
NM_001002759;H300003545
XM_496113;H300002807
XM_060535;H300002738
NM_003042;H300007315
XM_378329;H300007272
XM_373027;H300006571
NM_033057;H300006563
NM_177996;H300006532
NM_012156;H300006532
XM_167147;H300006477
NM_005483;H300006440
NM_001778;H300005857
NM_152738;H300005797
NM_003456;H300005759
NM_003553;H300005703
NM_012113;H300005102
NM_005005;H300010144
NM_057163;H300009481
NM_206994;H300009481
NM_181846;H300009448
XM_373079;H300009401
XM_086725;H300008817
XM_068430;H300008782
NM_021074;H300008770
NM_175065;H300008668
NM_152706;H300008105
NM_147197;H300008069
NM_005843;H300008024
XM_376072;H300007979
NM_005543;H300012632
NM_000680;H300012620
NM_006837;H300011859
NM_207630;H300011845
NM_006821;H300011800
NM_199427;H300011787
NM_016474;H300011692
NM_006333;H300011075
NM_012469;H300011037
NM_152348;H300015668
NM_001740;H300015659
XM_292624;H300014860
NM_021603;H300014197
NM_001680;H300014197
NM_031935;H300014173
NM_144565;H300014138
NM_133443;H300014038
NM_182632;H300013321
NM_030766;H300013265
NM_018679;H300018212
NM_002146;H300018198
NM_022039;H300018163
NM_005763;H300017412
NM_014508;H300017358
NM_006348;H300017344
NM_181733;H300017344
NM_172208;H300016461
NM_003190;H300016461
NM_172209;H300016461
XM_059318;H300015844
NM_012466;H300015795
NM_148905;H300015782
NM_148904;H300015782
NM_152345;H300020162
NM_003027;H300020141
NM_031417;H300019741
NM_002760;H300019732
NM_002525;H300019709
