File Name HCC011_K.txt , Type a HCC  normalized	File Name HCC013_K.txt , Type a HCC  normalized	File Name HCC015_WH_KM.txt , Type a HCC  normalized	File Name HCC022_WH_KM.txt , Type a HCC  normalized	File Name HCC025WH.txt , Type a HCC  normalized	File Name HCC031.txt , Type a HCC  normalized	File Name HCC103_WH.txt , Type a HCC  normalized	File Name HCC104.txt , Type a HCC  normalized	File Name HCC105.txt , Type a HCC  normalized	File Name HCC107_WH.txt , Type a HCC  normalized	File Name HCC108.txt , Type a HCC  normalized	File Name HCC114.txt , Type a HCC  normalized	File Name HCC116_K.txt , Type a HCC  normalized	File Name HCC119.txt , Type a HCC  normalized
1.34	2.97	0.57	1.03	1.28	3.53	2.97	2.74	1.79	2.09	3.49	3.59	3.72	4.88
1.47	1.83	1.31	1.61	1.07	1.38	2.7	1.26	2.56	1.41	4.04	2.81	1.31	3.06
1.61	1.79	1.68	1.36	2.23	1.99	0.66	2.16	0.54	1.75	3.11	1.92	1.41	3.83
0.88	0.16	0.51	0.07	1.81	0.07	0.52	0.16	2.52	0.02	0.06	0.3	0.15	2.85
0.54	1.01	0.76	0.91	0.54	0.8	0.97	1.01	1.14	1.26	1.43	1.16	1.91	0.75
3.5	1.8	0.87	0.91	1.11	4.19	1.99	3.74	2.1	2.13	2.57	4.22	3.41	3.86
1.55	1.66	0.19	0.83	1.22	0.31	0.48	4.45	0.71	0.83	0.87	2.55	1.83	4.02
2.04	2.05	0.46	2.49	1.47	0.44	1.07	4.75	1.9	2.1	4.1	5.27	0.6	25.44
2.51	3.34	0.25	0.44	0.7	0.66	1.43	2.83	1.75	0.88	1.13	2.81	1.04	2.27
1.75	2.46	0.95	1.52	3.65	2.72	2.13	4.05	1.7	1.68	3.41	3.12	2.56	5.74
0.71	1.06	0.75	0.61	0.99	0.82	1.24	0.42	0.61	0.82	1.04	0.59	1.27	0.58
2.28	2.33	0.79	1.46	2.24	1.98	1.52	1.64	2.72	1.69	4	4.03	0.9	4.28
1.12	1.62	1.43	0.51	1.91	0.47	1.3	1.14	1.71	1.64	3	3.76	1.11	2.78
0.78	1.79	0.39	1	1.19	1.52	4.29	3.28	1.74	2.09	3.32	1.98	1.71	4.02
0.35	1.42	0.71	0.75	0.95	0.05	0.48	1.48	1	0.63	0.72	1.18	1.45	1.7
2.69	3.2	1.25	1.28	1.97	2.17	1.13	6.3	3.21	3.11	4.4	4.26	1.9	5.65
1.56	1.69	0.91	1.19	0.3	0.39	1.76	1.95	4.23	2.07	1.62	0.77	2.08	0.93
2.22	3.67	2.17	0.29	2.59	1.26	2.97	1.42	2.19	3.07	6.58	2	1.67	2.97
0.32	0.84	0.38	1.9	0.63	1.85	0.29	1.14	0.59	0.6	0.59	0.85	2.46	1.06
0.85	1.83	0.46	0.88	1.13	1.51	1.63	1.87	1.18	2.12	1.74	1.83	1.3	2.3
2.19	2.59	1.73	1.54	1.61	3.79	1.98	3.1	2.42	2.02	3	4.62	1.86	4.86
0.94	1.96	0.98	1.39	1.87	0.46	0.53	0.89	2.3	0.61	2.11	1.73	1.51	0.66
0.75	1.52	0.52	0.82	1.54	0.91	1.52	1.72	1.45	0.8	1.11	0.75	0.77	4.01
1.33	2.06	0.91	0.94	1.42	2.52	2.87	5.35	2.45	1.04	2.76	3.85	2.3	7.33
1.22	1.41	1.47	0.45	1.24	1.83	2.27	3.11	1.08	1.02	0.84	1.81	0.65	2.44
1.97	1.33	2.54	1.71	1.9	1.71	0.83	1.91	1.39	1.02	2.24	1.4	2.93	2.12
0.76	0.29	0.5	1.24	0.5	0.1	0.2	0.09	0.38	0.81	0.48	0.44	0.57	0.31
2.43	1.58	0.96	1.24	1.17	0.36	1.04	1.27	0.87	1.58	2.02	2.07	1.86	2.09
1.1	1.26	1.92	1.4	1.33	1.6	1.1	0.98	1.73	1.46	1.73	2.48	2.58	1.54
7.74	4.06	2.46	0.64	2.25	3.13	0.9	0.21	1.11	1.88	1.6	2.96	1.93	0.82
0.86	0.75	0.22	0.76	0.56	0.28	0.41	0.93	0.66	0.73	1.23	0.87	0.45	1.28
3.66	2.26	1.81	0.81	1.49	1.74	2.25	2.73	2.52	1.64	1.83	6.29	6.8	3.99
1.73	2.62	1.2	0.66	0.44	1.33	1.92	2.01	1.16	1.22	2.33	3.25	1.9	4.25
1.53	0.95	1.16	0.41	0.86	1.71	1.43	1.14	1.28	0.79	1.54	2.37	1.91	1.45
3.57	2.64	1.75	0.77	1.44	2.46	1.66	2.64	1.19	1.42	1.03	3.48	1.84	5.54
0.85	2.01	1.68	1.48	1.18	2.1	2.3	1.13	1.32	2.08	5.37	3.41	4.47	4.31
0.53	1.93	0.66	0.29	0.65	1.66	0.69	1.02	1.36	0.25	1.14	0.07	1.64	2.79
3.74	1.79	1.2	1.09	2.42	0.9	2.34	4.37	2.82	2.52	3.95	2.62	1.79	2.32
1.18	2.76	1.21	1.05	1.04	0.29	1.91	1.37	2.52	1.87	3.98	1.94	3.76	1.76
1.83	1.63	1.12	0.78	1.31	1.17	2.35	3.15	0.81	1.44	2.43	2.07	2.04	2.4
1.41	3.7	0.49	1.36	2.6	1.28	5.27	4.04	2.81	2.9	0.64	4.11	1.69	4.75
1.18	1.46	0.62	1.42	1.11	3.4	1.43	2.41	0.53	0.62	1.86	1.86	2	3.36
0.71	1.03	0.52	0.29	0.69	0.02	0.38	0.23	0.59	0.47	0.72	0.63	0.66	0.74
1.48	1.28	0.26	0.28	0.64	0.73	0.55	1.4	0.6	0.74	1.54	2.12	1.56	1.71
1.97	2.25	0.71	0.56	1.17	1.62	1.79	3.05	1.4	0.68	2.02	2.38	1.62	2.48
10.24	8.41	14.77	2.18	0.92	1.7	2.79	4.82	4.42	4.44	4.18	1.53	4.13	0.79
0.27	0.9	1.32	2.07	2.45	6.5	0.59	2.57	1.04	1.58	2.7	1.69	1.46	3.16
0.27	0.35	0.25	0.53	0.07	0.04	0.6	1.15	0.66	0.14	0.08	0.2	0.13	0.71
1.64	1.65	0.59	0.96	0.44	0.84	1.37	2.3	0.93	1.05	1.34	1.57	1.28	1.13
1.24	1.48	0.09	0.9	0.11	0.1	0.12	4.56	1.75	0.08	1.17	1.55	0.14	2.74
1.99	3.43	2.41	0.2	1.45	5.27	1.35	6.39	2.26	1.61	3.9	1.7	4.04	12.83
4.88	4.5	4.7	1.58	1.91	1.45	1.13	0.17	3.83	2.24	4.43	2.8	0.74	4.67
1.36	1.07	0.64	1.41	1.29	1.81	1.39	2.25	1.15	1.38	1.86	2.27	1.31	1.37
0.43	0.4	1	1.39	1.31	0.2	0.22	0.03	0.31	0.3	1.64	0.47	1.13	0.18
3.21	2.86	1.52	1	1.43	2.05	3.17	6.84	1.57	2.05	2.35	8.41	1.79	2.18
1.85	1.49	0.94	1.02	0.65	0.92	1.13	1.62	1	1.25	2.04	3.74	3.98	2.61
1.65	1.45	1.3	0.78	1.67	0.93	0.89	2.19	2.29	0.24	2.12	1.55	1.1	1.36
1.23	1.53	0.2	2.06	1.56	1.23	0.73	2.33	0.43	0.66	0.75	1.62	1.29	2.45
1.98	1.28	1.1	1.19	1.48	0.89	0.73	0.83	1.01	0.87	1.23	0.67	2.64	0.45
1.04	1.01	0.88	1.59	1.03	0.6	0.82	0.37	0.86	0.9	0.84	0.48	1.76	0.25
0.24	0.16	0.19	0.15	0.57	0.81	0.48	0.93	0.74	0.41	0.26	0.55	0.25	5.49
0.49	0.92	0.78	1.03	0.51	0.52	1.1	0.84	0.72	0.73	2.68	1.9	0.72	1.16
0.87	2.37	0.91	1.81	1.11	0.88	1.16	2.68	1.41	1.36	3.83	2.83	2.3	1.59
1.36	1.34	0.56	0.7	2.19	1.12	0.75	1.08	0.97	1.16	2.19	1.97	0.9	1.94
2.59	4.45	0.94	1.17	2.12	3.9	5.54	3.61	2.68	2.5	3.49	3.07	2.62	6.77
0.91	1.23	0.59	0.71	0.98	0.37	0.44	0.2	0.41	0.57	0.85	0.4	1.52	0.63
1.96	2.71	0.74	0.25	1.86	2.1	1.46	2.15	1.24	0.61	2.1	0.87	1.63	6.57
1.65	5.61	3.28	3.05	6.83	10.09	6.86	6.57	2.6	3.23	6.7	9.96	2.21	6.97
1.24	1.6	0.78	1.81	1.1	1.58	0.94	0.6	1.85	0.87	2.31	2.41	2.25	2.98
2.12	3.88	1.2	1.37	0.7	6.11	6.99	35.16	8.34	3.39	12.4	10.61	1.43	18.41
0.58	1.52	1.31	2.49	3.31	0.75	3.45	0.82	1.26	2.42	1	1.47	2.03	1.94
1.85	11.31	4.78	1.16	5.45	2.33	3.08	5.81	6.71	4.53	4.63	2.91	3.8	3.35
3.43	4.53	3.4	2.96	13.31	7.71	1.97	1.83	0.89	1.11	5.25	6.06	1.34	12.77
12.06	21.1	5.83	1.97	6.64	1.98	15.55	4.19	6.59	14.26	22.6	16.73	3.44	58.53
1.28	2.15	0.59	1.11	0.7	0.42	0.82	1.81	0.83	1.23	1.53	2.07	1.73	2.36
1.54	2.05	1.19	1.48	1.89	1.62	1.82	1.61	1.46	1.91	1.17	2.06	0.78	2.01
0.24	2.06	0.33	0.97	1.09	0.48	1.41	0.4	1.61	1.89	2.71	0.77	2	1.18
1.4	1.49	0.72	2.66	1.39	1.59	1.38	1.83	1.08	1.35	2.34	1.37	0.52	1.61
1.32	3.26	1.69	1.26	1.03	2.12	1.02	1.46	2.78	0.81	4.03	0.99	0.72	1.73
7.52	13.51	3.2	2.12	3	2.95	9.67	2	1.54	3.21	5.24	4.35	6.03	3.21
1.05	1.85	1.7	1.16	0.6	0.84	1.92	1.59	1.74	0.73	2.43	1.16	1.04	1.19
1.05	0.73	0.56	0.3	0.67	0.81	0.87	2.6	0.73	0.8	2.05	3.62	1.77	4.81
0.43	0.95	0.85	0.01	1.15	0.01	0.33	0.09	0.64	0.59	0.13	0.57	0.25	0.2
1.52	3.92	0.51	0.68	1.76	3.12	2.41	3.5	2.19	1.17	3.98	2.51	1.53	12.6
4.18	18.17	5.38	1.73	2.02	1.3	7.15	12.9	10.01	4.66	3.87	3.02	1.58	6.2
0.58	6.91	0.44	0.53	1.13	14.32	3.39	6.67	0.96	0.94	1.76	6.43	1.12	6.91
2.6	5.48	0.88	2.98	2.68	2.9	4.56	5.02	1.68	4.18	4.97	6.45	3.2	6.55
0.37	2.36	0.46	1.03	2.56	7.22	0.96	5.86	3.01	0.95	1.5	3.99	0.44	2.47
5.08	4.44	1.44	1.3	1.66	0.6	0.38	0.08	3.27	1.18	3.91	0.37	0.81	1.56
1.35	1.62	0.87	1.09	0.85	1.34	3.11	3.18	1.23	1.61	1.58	4.1	1.59	3.32
3.31	4.93	0.45	0.48	0.62	2.64	1.18	3.17	1.83	1.81	4.83	5.62	5.02	5.57
1.96	1.54	2.32	1.29	1.19	0.53	0.93	0.31	0.85	0.84	1.11	2.59	1.24	1.91
2.36	1.4	0.61	1.09	0.55	0.32	1.98	1.2	0.65	1.42	2.39	2.51	1.24	1.81
0.31	0.66	0.09	1.02	0.54	1.64	1.1	1.2	1.24	1.84	0.63	2.4	0.37	0.4
0.42	0.7	0.1	0.61	0.15	0.37	0.5	1.09	0.33	0.33	0.3	0.77	0.77	1.48
2.08	2.09	2.18	0.87	0.9	2.68	1.93	1.47	1.49	0.91	1.31	2.36	2.89	1.79
3.93	0.23	2.22	0.56	1.2	0.92	1.15	1.5	1.24	1.15	1.79	0.53	0.67	1.1
0.29	0.98	0.8	1.64	0.53	0.95	1.56	0.98	1.79	1.02	4.55	1.62	1.4	5.63
2	2.84	0.41	0.16	0.41	4.59	0.58	1.15	2.26	0.58	3.55	0.3	7.52	12.87
1.07	3.5	2.01	1.98	3.96	0.95	3.37	6.98	2.44	2.12	4.62	2.36	2.13	10.59
2.39	1.14	1.16	1.07	2.64	3.27	0.42	0.63	1.24	0.87	0.74	0.88	0.9	0.3
2.3	1.52	1.18	0.79	0.4	1.02	2.02	3.25	0.74	1.25	2.49	1.96	3.49	2.16
0.99	1.62	0.96	0.12	0.98	1.16	0.88	0.21	1.31	0.45	1.22	0.57	2.09	0.37
1.38	4.06	2.55	0.84	1.27	1.64	1.07	0.54	2.5	1.58	14.11	2.34	0.83	1.19
1.47	1.67	0.68	1.83	1.64	1.74	1.31	1.39	0.81	1.2	1.91	2.26	1.58	2.56
2.05	2.87	0.51	0.7	0.77	0.82	0.96	2.81	1.92	0.87	4.57	0.52	2.87	3.4
2.47	1.9	0.27	0.84	0.63	0.08	0.88	0.79	0.97	0.98	0.96	1.58	1.3	0.57
1.93	2.9	1	0.32	0.3	0.66	1.5	0.5	0.78	0.35	1.45	2.21	1.69	1.76
2.01	2.85	3.54	0.06	1.29	2.79	1.07	1.46	1.46	1.02	1.51	0.66	2.27	10.77
0.37	0.86	0.8	0.99	1.64	1.42	1.29	1.34	0.57	1.31	1.57	3.1	0.91	2.45
0.53	2.1	0.49	0.2	2.09	0.53	0.17	0.12	0.73	0.1	5.63	0.09	1.32	0.23
1.06	3.19	0.28	0.79	0.78	3.7	1.39	5.09	2.27	1.05	4.4	0.97	0.89	13.33
2.38	3.19	2.79	2.1	1.19	2.73	1.94	0.92	1.66	3.23	7.54	3.19	2.05	4.57
1.13	1.98	0.97	0.63	0.64	1.03	1.52	2.21	1.17	1.01	2.43	2.11	1.08	2.05
0.61	0.97	0.38	0.56	0.23	0.73	1.13	1.52	0.86	0.57	1.06	1.05	1.02	1.05
0.72	0.83	0.65	0.99	0.68	1.05	0.53	2.17	0.87	0.67	1.01	0.57	0.98	1.31
1.48	1.41	0.44	0.63	0.56	0.31	0.84	3.42	1.34	0.63	1.41	1.72	0.72	1.56
2.4	1.24	0.55	0.31	1.71	1.11	0.6	0.76	0.27	0.54	0.65	0.95	0.9	1.19
0.95	2.83	0.61	0.22	0.66	1.37	1.19	1.34	0.93	1.24	1.4	0.82	2.57	1.33
1.03	1.03	0.17	0.83	0.56	0.72	1.75	2.96	0.93	2.84	1.88	4.63	0.78	1.59
3.05	3.23	2.83	0.29	3.2	8.17	1.69	1.85	4.74	0.6	3.56	0.77	4.22	8.04
3.2	2.19	1.43	2.17	4.02	1.19	6.1	4.93	2.08	2.49	3.14	6.26	1.41	3.82
5.47	0.4	0.56	0.62	0.57	0.1	0.42	1.36	0.93	1.25	0.58	0.55	0.33	0.37
1.01	6.63	2.02	0.71	3.92	4.85	3.11	6.31	3.57	0.72	7.62	1.46	4.19	15.5
0.86	0.73	1.83	0.67	1.32	2.52	0.99	2.21	0.74	1.38	1.47	3.42	3.2	3.44
0.57	3.65	0.17	1.05	0.59	0.26	6.94	2.71	0.34	6.42	2.93	4.79	1.02	10.73
2.31	2.25	0.97	0.66	1.17	2.35	1.52	1.42	0.18	1.49	1.47	1.71	1.25	1.68
2.01	1.78	0.95	0.65	0.68	1.89	2.01	1.95	1.61	1.21	2.39	2.09	1.73	1.15
0.6	0.51	0.31	2.07	3.62	0.63	0.68	0.61	0.43	0.71	1.28	0.53	0.3	0.28
0.69	0.99	1.03	0.65	1.1	5.45	0.94	2.97	0.91	1.61	1.43	2.19	2.49	6.68
0.8	2.54	2.43	0.13	1.36	6.35	0.15	3.18	1.95	0.66	1.9	1.37	2.3	3.11
1.46	1.45	1.29	0.97	1.96	0.51	1.37	1.72	0.73	1.14	1.26	1.92	1.01	1.99
0.46	1.57	1.58	3.57	2.95	6.81	1.56	4.04	1.28	1.66	1.94	1.82	3.34	4.26
1.01	1.18	1.05	0.75	0.38	0.85	0.97	0.8	0.76	1.48	2.27	1.39	1.93	0.92
1.17	1.67	0.83	2.21	1.02	1.04	1.16	1.15	1.47	1.24	2.38	1.56	1.1	2.65
1.43	1.69	0.99	0.93	1.21	2.06	1.1	0.74	2.41	1.42	2.44	1.46	1.58	1.26
0.99	2.19	1.32	0.78	1.61	1.08	1.49	4.12	1.13	0.73	1.93	2.48	1.71	1.64
2.21	1.14	0.62	0.61	0.73	1.21	1.24	2.06	1.54	1.09	1.51	2.82	2.85	2.2
4.93	3.97	2.7	1.91	6.26	2.42	9.5	4.83	2.29	2.65	2.53	5.62	2.72	4.98
0.8	2.83	0.94	1.39	1.69	1.41	5.91	5.48	1.42	2.8	2.41	5.88	2.04	4.96
0.84	1.47	0.75	0.76	1.5	1.43	2.11	1.66	0.84	1.34	1.23	5.37	1.97	2.25
1.55	3.23	1.37	0.58	1.52	2.22	0.96	1.86	2.52	1.53	3.01	1.51	1.4	0.98
1.05	1.37	1.27	0.84	1.24	2.42	1.22	3.61	0.31	2.83	3.95	3.35	1.86	11.58
2.06	2.02	0.78	0.17	2.18	2.09	2.41	2.83	2.23	1.87	3.35	0.95	0.6	4.61
0.5	1.11	0.55	0.04	0.71	2.35	0.51	1.93	0.92	0.45	1.1	0.09	3.03	0.99
1.45	2.37	0.89	0.77	1.32	1.23	1.33	1.55	0.89	0.92	1.39	2.08	1.78	1.17
0.43	0.26	0.36	0.53	0.94	0.03	0.1	0.01	0.25	0.32	0.1	0.23	1.11	0.1
1.13	1.28	0.19	1.05	0.78	0.26	1.56	1.04	1.46	3.07	2.55	10.83	0.88	7.59
0.58	0.98	1.33	1.06	0.95	1.1	0.66	1.38	1.05	0.44	1.5	0.35	2.5	1.28
2.7	3.86	0.94	0.34	2.48	1.3	1.09	3.19	1.97	1.81	8.27	4.17	0.66	5.71
1.48	1.9	1.5	0.94	0.61	2.18	1.74	2.06	1.33	0.56	1.21	2.73	1.68	1.52
1.95	2.3	1.04	0.86	0.94	0.81	1.29	2.34	0.59	1.14	2.5	4.84	2.32	1.61
3.18	2.21	2.94	0.96	2.61	2.67	3.08	6.42	2.55	3.26	4.95	4.83	1.67	10.86
0.7	0.68	1.46	1.09	1.73	3.52	0.93	0.81	1.09	0.68	0.82	0.55	0.89	1.05
0.79	1.68	0.73	0.69	0.79	3.87	1.44	4.32	2.04	0.56	1.96	1.63	1.56	6.44
1.17	4.74	0.69	0.26	0.94	1.33	1.82	1.21	1.96	0.69	2.58	0.34	2.07	2.72
0.8	2.27	0.32	1.34	1.71	1.15	1.71	3.08	0.59	1.94	2.22	4.07	1.05	3.58
1.08	1.56	0.96	1.11	1.89	0.45	1.13	1.22	0.48	0.88	1.73	1.29	1.21	2.12
1.5	1.84	2.33	0.51	2.42	2.59	2.34	5.08	2.29	1.79	1.65	5.21	2.29	5.24
1.52	1.54	0.46	1.03	1.25	1.53	1.99	2.08	1.13	1.01	1.36	1.23	0.62	1.85
0.43	0.08	0.55	0.59	2.03	0.01	0.32	0.01	0.1	0.14	0.82	0.08	0.09	0.69
0.79	2.31	1.39	1.12	1.14	5.08	2.55	2.42	2.06	2.19	3.33	2.54	2.83	5.01
1.75	0.86	0.69	1.44	0.28	0.73	1.84	2.52	1.39	0.92	2.43	1.11	1.27	1.1
0.83	0.52	0.51	0.78	0.32	0.81	0.84	3.04	0.27	1.15	1.48	1.52	27.63	1.87
2.03	0.74	0.44	0.5	1.17	0.09	0.61	2.68	1.47	0.96	0.79	1.32	0.56	0.45
2.73	7.59	2.38	0.18	1.12	0.73	2.41	2.96	2.43	2.54	1.86	3.39	1.77	4.41
1.86	1.64	0.73	0.87	1.21	1.29	1.74	3.01	0.84	2.07	3.81	3.7	1.27	4.13
1.44	2.56	1.05	0.83	2.02	2.28	1.61	1.99	2.16	1.17	4.09	3.05	1.99	3.74
1.17	1.28	0.98	0.05	2.82	1.51	3.61	4.17	1.48	0.65	2.1	1.4	1.01	3.79
0.64	1.71	0.74	1.07	0.56	3.76	1.71	2.07	1.95	1.72	2.97	2.03	3.51	7.3
1.67	3	2	0.79	2.58	3.71	3.33	2.56	2.12	1.31	2.17	2.82	2.32	1.91
0.94	1.72	1.53	1.09	0.63	1.47	2.44	4.02	1.02	1.21	1.21	3.78	3.53	2.07
0.88	3.45	0.37	0.24	0.42	4.58	0.3	1.11	11.72	0.51	2.9	0.33	4.13	33.39
2.31	2.03	1.1	1.31	1.59	2.76	2.78	6.37	1.5	1.9	2.74	3.64	1.55	2.96
1.44	2.03	1.3	1.47	1.9	1.76	1.11	1.59	1.23	1.03	2.36	2.52	3.12	2.56
1.19	4.89	1.01	0.23	0.63	6.78	1.14	12.23	4.13	0.35	4.09	0.35	4.11	11.87
1.11	1.03	0.99	0.42	1.5	2.7	1.79	2.19	1.76	1.7	5.86	3.81	1.38	4.79
0.86	0.33	0.38	2.17	0.75	0.48	0.22	0.26	0.73	0.48	0.96	0.45	1.2	0.45
3.9	2.68	1.03	0.63	2.1	1.64	2.03	1.07	3.8	2.56	3.12	5.83	0.63	7
0.64	1.46	0.21	0.96	0.38	6.52	2.16	1.87	2.94	1.73	5.22	2.32	0.79	5.51
1.32	1.04	1.65	1.1	1.18	1.03	0.97	3.16	0.38	1.29	1.78	1.34	0.36	3.61
2.91	2.5	1.08	0.65	13	1.24	0.85	2.45	1.2	0.86	2.11	2.52	1.26	1.7
1.61	1.96	1.41	0.84	1.11	0.57	1.26	1.44	0.81	1.68	1.71	2.35	2.42	2.85
0.87	1.35	1.11	0.62	1.17	0.47	0.6	0.11	1.2	2.33	0.59	0.61	4.21	0.07
0.56	0.42	0.85	0.08	0.26	0.22	0.86	0.5	0.57	0.29	0.93	0.19	0.06	1.01
2.65	1.89	0.59	1.14	0.61	1.35	1.93	2.75	0.76	1.4	1.88	1.87	1.1	2.18
1.92	1.47	0.31	0.37	0.82	1.32	1.44	3.29	0.33	0.9	2.86	0.99	1.05	6.61
1.15	3.76	1.29	0.28	1.63	3.99	2.34	2.66	1.52	1.39	4.6	0.78	3.69	3.72
0.7	1.71	0.48	0.52	0.69	1.97	1.92	4.19	1.97	1.45	2.29	3.22	2.37	4.36
0.61	2.01	0.46	0.58	0.67	2.57	2.15	2.81	1.82	1.7	2	1.87	1.25	6.37
1.33	0.94	1.39	0.45	1.1	2	1.13	2.17	1.33	1.24	2.24	3.17	1.65	3.02
3.45	2.24	3.1	7.5	3.41	0.75	3.95	5.94	1.41	3.35	0.78	6.47	1.57	3.59
0.75	1.57	0.63	1.17	0.59	3.11	2.06	2.49	1.59	1.27	2.05	2	1.49	3.83
1.15	1.42	0.27	1.12	0.59	1.45	1.42	2.27	1.02	0.83	2.28	2.28	1.43	2.54
1.55	2.07	1.48	0.57	2.66	2.43	3.01	1.92	1.11	0.7	1.98	1.68	2.29	1.01
2.36	0.88	1.92	2.02	1.67	2.37	1.17	0.56	0.69	0.5	1.7	0.9	0.62	0.48
1.13	1.18	0.81	1.88	0.77	1.94	2.6	3.25	1.61	0.94	2.81	4.16	1.85	1.92
0.96	1.41	0.14	1.07	1.11	1.14	1.7	2.76	1.18	1.08	1.44	3.17	0.74	1.46
1.94	1.1	0.45	1.69	3.88	0.07	0.86	0.25	1.46	1.35	2.39	0.63	0.15	2.28
1.24	1.3	0.5	0.81	2.11	0.52	0.86	1.71	1.35	1.19	2.68	3.06	1.52	4.14
1.5	4.86	7.15	1.35	2.26	5.22	0.69	0.85	3.53	1.69	6.73	0.89	4.24	0.68
0.53	0.68	0.32	2.56	0.73	1.23	0.61	0.34	1.66	1.06	0.33	0.91	1.07	0.43
1.46	1.54	1.67	1.27	1.95	1.6	2.35	3.75	1.91	1.03	2.07	3.07	1.81	5.53
0.72	2.12	0.98	0.77	0.65	2.09	0.99	1.58	1.46	0.76	1.4	0.7	2.13	2.76
0.48	1.66	0.38	5.26	0.21	9.73	2.59	4.92	0.39	3.47	0.4	1.89	0.09	3.04
2.18	1.81	0.81	0.96	1.69	0.8	2.36	1.43	0.74	1.29	1.35	1.81	1.48	2.72
0.46	0.37	0.36	0.56	1.06	0.02	0.2	2.13	0.65	1.33	0.83	0.5	0.2	0.94
1.18	2.16	1.35	1.64	1.35	3.01	1.33	1.8	0.59	1.18	2.11	0.97	3.2	2.31
2.68	1.78	1.46	0.6	1.3	3.12	2.91	3.57	1.51	1.73	3.04	3.29	1.86	3.33
1.13	3.15	0.57	0.2	0.49	5.91	0.12	1.71	4.66	0.27	2.74	0.11	9.66	5.64
0.87	16.71	0.49	1.35	0.76	1.21	5	9.67	5.21	1.67	4.3	4.1	3.67	2.85
0.92	1	0.88	0.83	0.59	1.96	1.19	2.64	0.6	0.85	0.95	1.11	0.84	0.94
0.39	0.6	0.96	0.39	1.06	0.01	0.11	0.05	0.52	0.52	0.16	0.33	0.12	0.09
0.97	1.68	0.56	1.13	0.99	0.44	0.37	0.27	0.52	1.21	0.49	0.19	1.08	0.36
3.11	1.7	1.04	1.11	1.16	0.92	1.98	2.03	1.08	1.74	0.92	1.14	1.19	1.1
5.1	3.16	0.5	1.8	1.07	1.98	1.08	0.91	2.9	5.58	6.76	3.3	0.95	3.43
1.64	2.09	2.24	2.48	2.02	2.76	1.16	1.63	1.55	1.48	2.08	2.94	2.37	5.53
1.74	1.65	0.12	0.49	0.86	0.63	2.09	2.8	1.61	1.81	1.2	1.33	1.76	3.65
2.21	1.37	0.88	0.52	0.51	0.29	1.62	1.3	1.92	0.74	2.63	1.88	2.68	1.44
1.95	4.44	1.95	1.73	1.11	2.81	3.38	7.01	4.8	1.59	7.95	1.26	6.47	8.06
1.38	1.73	0.97	0.44	1.22	1.72	1.09	3.02	1.05	0.59	0.72	2.8	1.5	1.58
1.26	1.25	0.33	1.03	1.07	2.18	2.08	4.5	0.46	1.99	2.46	3.6	1.14	14.72
1.04	1.27	1.08	0.74	0.63	0.95	1.73	2.35	1.25	1.39	1.94	2.35	0.79	2.06
2.4	2.02	1.24	2.14	0.85	2.62	1.7	2.74	0.9	0.79	1.23	3.58	1.5	3.12
0.54	1.44	0.64	0.8	1.37	1.42	1.87	6.48	1.36	1.42	2.13	4.05	2.24	5.11
1.23	1.82	1.06	0.47	1.55	1.63	2.81	2.7	2.51	0.84	2.31	3.69	1.21	3.75
1.37	3.41	0.73	1.25	1.13	0.94	1.7	6.53	3.05	1.22	4.14	3	2.08	5.2
0.88	1.67	1.44	1.67	0.99	1.96	1.24	2.29	1.53	1.56	2.61	3.95	0.96	5.03
0.59	1.25	0.38	0.28	0.48	1.18	0.4	0.9	0.78	0.35	0.55	0.33	0.34	0.19
2.55	4.28	0.15	1.02	1.23	1.98	1.02	3.07	0.89	1.57	4.31	3.11	1.58	5.25
2.37	2.16	1.04	0.3	0.83	2.52	1.74	1.55	1.65	1.45	2.54	1.84	1.54	1.72
1.84	1.8	1.37	0.49	2.4	1.9	3.96	3.03	0.53	1.41	1.36	2.03	0.88	2.13
0.96	1.2	0.85	0.31	2.5	0.83	0.24	0.78	1.19	0.3	1.15	0.6	0.59	0.42
0.24	0.14	0.03	0.15	0.59	0.35	0.43	1	0.12	0.34	1.51	0.54	0.11	2.06
0.96	2.17	1.5	0.29	1.37	3.19	1.17	3.34	2.25	0.63	4.29	1.31	1.9	7.34
0.42	1.89	2.41	0.66	5.12	7	1.34	0.27	1.57	0.39	0.69	0.31	0.69	1.14
0.46	0.62	0.76	0.26	1.87	0.88	0.92	1.2	0.4	0.63	1.67	1.53	0.92	1.05
1.5	1.02	0.73	1.06	0.8	1.36	2.12	2.37	0.71	0.75	2.07	2.13	0.35	2.55
3.59	1.3	0.1	0.35	0.25	0.75	2.12	1.48	1.95	1.06	0.58	2.35	1.32	1.04
0.77	1.67	0.91	1.52	1.12	3.53	0.22	0.78	1.15	0.2	0.75	6.47	3.01	0.79
1.93	3.62	2.02	1.38	1.19	4.07	1.14	2.41	1.11	1.48	5.71	1.49	2.84	7.79
1.67	1.99	1.62	1.37	1.79	1.91	3.26	4.72	1.26	1.41	2.6	2.69	1.25	1.23
1.58	2.67	0.54	0.81	2.71	1.23	1.65	1.22	2.96	3.29	3.02	1.94	1.02	1.01
0.85	1.24	0.54	0.82	1.58	2.01	1.37	1.76	1.26	1.47	2.85	2.29	1.46	2.19
3.81	4.13	1.72	2.63	1.77	1.69	3.77	1.53	1.08	1.81	5.06	7.63	4.14	5.52
